Datum;Uhrzeit;Bezeichnung;Intervall;H51_A9/M2_510Z;H51_A9/M2_510B;A51_M1_492Z;A51_M1_492B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_513Z;A55_M2_513B;H55_A110/M3UmlXZ;H55_A110/M3UmlXB;Anf_32Z;Anf_32B
24.10.2024;01:16;A135;1;0;0;0;0;1;3;1;15;0;0;0;0
24.10.2024;01:15;A135;1;0;0;0;0;0;0;1;11;0;0;0;0
24.10.2024;01:14;A135;1;0;0;2;18;0;0;0;0;0;0;0;0
24.10.2024;01:13;A135;1;0;0;1;6;0;0;0;0;0;0;0;0
24.10.2024;01:12;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
24.10.2024;01:11;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:10;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:09;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:08;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:07;A135;1;0;0;0;0;0;0;1;9;0;0;0;0
24.10.2024;01:06;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:05;A135;1;0;0;0;0;0;0;1;16;0;0;0;0
24.10.2024;01:04;A135;1;0;0;1;10;0;0;1;12;0;0;0;0
24.10.2024;01:03;A135;1;0;0;0;0;0;0;1;11;0;0;0;0
24.10.2024;01:02;A135;1;0;0;1;10;0;0;0;0;0;0;0;0
24.10.2024;01:01;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;01:00;A135;1;0;0;0;0;1;4;2;25;0;0;0;0
24.10.2024;00:59;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:58;A135;1;0;0;0;2;0;0;0;0;0;0;0;0
24.10.2024;00:57;A135;1;0;0;1;23;0;0;0;0;0;0;0;0
24.10.2024;00:56;A135;1;0;0;1;6;0;0;0;0;0;0;0;0
24.10.2024;00:55;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:54;A135;1;0;0;3;27;0;0;0;0;0;0;0;0
24.10.2024;00:53;A135;1;0;0;0;0;0;0;2;34;0;0;0;0
24.10.2024;00:52;A135;1;0;0;0;0;0;0;1;14;0;0;0;0
24.10.2024;00:51;A135;1;0;0;1;8;0;0;0;0;0;0;0;0
24.10.2024;00:50;A135;1;0;0;0;0;0;0;1;16;0;0;0;0
24.10.2024;00:49;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:48;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:47;A135;1;0;0;1;7;0;0;0;0;0;0;0;0
24.10.2024;00:46;A135;1;0;0;0;0;0;0;1;9;0;0;0;0
24.10.2024;00:45;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
24.10.2024;00:44;A135;1;0;0;1;13;0;0;2;30;0;0;0;0
24.10.2024;00:43;A135;1;0;0;2;18;0;0;0;0;0;0;0;0
24.10.2024;00:42;A135;1;0;0;0;0;0;0;1;15;0;0;0;0
24.10.2024;00:41;A135;1;0;0;0;10;0;0;0;0;0;0;0;0
24.10.2024;00:40;A135;1;0;0;1;0;0;0;0;0;0;0;0;0
24.10.2024;00:39;A135;1;0;0;0;0;0;0;1;25;0;0;0;0
24.10.2024;00:38;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:37;A135;1;0;0;1;12;0;0;1;11;0;0;0;0
24.10.2024;00:36;A135;1;0;0;1;10;1;2;0;0;0;0;0;0
24.10.2024;00:35;A135;1;0;0;1;12;0;0;0;0;0;0;0;0
24.10.2024;00:34;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:33;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:32;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:31;A135;1;0;0;1;21;0;0;0;0;0;0;0;0
24.10.2024;00:30;A135;1;0;0;0;0;0;0;1;14;0;0;0;0
24.10.2024;00:29;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
24.10.2024;00:28;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
24.10.2024;00:27;A135;1;0;0;0;1;0;0;1;7;0;0;0;0
24.10.2024;00:26;A135;1;0;0;1;10;0;0;1;11;0;0;0;0
24.10.2024;00:25;A135;1;0;0;0;0;0;0;1;15;0;0;0;0
24.10.2024;00:24;A135;1;0;0;1;10;0;0;1;25;0;0;0;0
24.10.2024;00:23;A135;1;0;0;0;0;0;0;3;37;0;0;0;0
24.10.2024;00:22;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:21;A135;1;0;0;0;0;0;0;0;23;0;0;0;0
24.10.2024;00:20;A135;1;0;0;0;0;0;0;2;26;0;0;0;0
24.10.2024;00:19;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:18;A135;1;0;0;0;0;0;0;1;20;0;0;0;0
24.10.2024;00:17;A135;1;0;0;0;0;0;0;2;22;0;0;0;0
24.10.2024;00:16;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:15;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:14;A135;1;0;0;2;18;0;0;0;0;0;0;0;0
24.10.2024;00:13;A135;1;0;0;4;32;0;0;1;10;0;0;0;0
24.10.2024;00:12;A135;1;0;0;3;35;0;0;1;9;0;0;0;0
24.10.2024;00:11;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
24.10.2024;00:10;A135;1;0;0;1;9;0;0;2;19;0;0;0;0
24.10.2024;00:09;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
24.10.2024;00:08;A135;1;0;0;1;17;0;0;0;0;0;0;0;0
24.10.2024;00:07;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2024;00:06;A135;1;0;0;0;0;0;0;1;14;0;0;0;0
24.10.2024;00:05;A135;1;0;0;0;0;0;0;1;14;0;0;0;0
24.10.2024;00:04;A135;1;0;0;0;0;1;1;1;16;0;0;0;0
24.10.2024;00:03;A135;1;0;0;0;0;0;0;3;26;0;0;0;0
24.10.2024;00:02;A135;1;0;0;0;0;0;0;1;11;0;0;0;0
24.10.2024;00:01;A135;1;0;0;2;10;0;0;1;18;0;0;0;0
24.10.2024;00:00;A135;1;0;0;0;0;1;1;1;12;0;0;0;0
23.10.2024;23:59;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
23.10.2024;23:58;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:57;A135;1;0;0;0;0;0;0;1;16;0;0;0;0
23.10.2024;23:56;A135;1;0;0;1;10;0;0;1;11;0;0;0;0
23.10.2024;23:55;A135;1;0;0;0;0;1;3;3;44;0;0;0;0
23.10.2024;23:54;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:53;A135;1;0;0;0;0;0;0;1;11;1;6;0;0
23.10.2024;23:52;A135;1;0;0;0;0;0;0;1;14;0;0;0;0
23.10.2024;23:51;A135;1;0;0;0;0;0;0;1;19;0;0;0;0
23.10.2024;23:50;A135;1;0;0;0;0;0;0;2;38;0;0;0;0
23.10.2024;23:49;A135;1;0;0;0;0;0;0;1;11;0;0;0;0
23.10.2024;23:48;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:47;A135;1;0;0;1;8;0;0;0;0;0;0;0;0
23.10.2024;23:46;A135;1;0;0;1;10;1;1;1;18;0;0;0;0
23.10.2024;23:45;A135;1;0;0;1;30;0;0;0;0;0;0;0;0
23.10.2024;23:44;A135;1;0;0;2;27;0;0;0;0;0;0;0;0
23.10.2024;23:43;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:42;A135;1;0;0;3;13;0;0;0;0;0;0;0;0
23.10.2024;23:41;A135;1;0;0;0;5;0;0;0;0;0;0;0;0
23.10.2024;23:40;A135;1;0;0;2;10;0;0;2;27;0;0;0;0
23.10.2024;23:39;A135;1;0;0;1;17;0;0;0;0;0;0;0;0
23.10.2024;23:38;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:37;A135;1;0;0;1;6;0;0;0;0;0;0;0;0
23.10.2024;23:36;A135;1;0;0;2;15;0;0;1;19;0;0;0;0
23.10.2024;23:35;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:34;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:33;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
23.10.2024;23:32;A135;1;0;0;1;19;0;0;0;0;1;8;1;1
23.10.2024;23:31;A135;1;0;0;1;15;0;0;0;12;0;0;0;0
23.10.2024;23:30;A135;1;0;0;0;0;0;0;1;7;0;0;0;0
23.10.2024;23:29;A135;1;0;0;1;13;0;0;0;0;0;0;0;0
23.10.2024;23:28;A135;1;0;0;1;12;0;0;1;27;0;0;0;0
23.10.2024;23:27;A135;1;0;0;0;0;1;1;2;33;0;0;0;0
23.10.2024;23:26;A135;1;0;0;0;0;1;3;2;24;0;0;0;0
23.10.2024;23:25;A135;1;0;0;0;0;1;3;1;0;0;0;0;0
23.10.2024;23:24;A135;1;0;0;0;0;0;0;1;12;0;0;0;0
23.10.2024;23:23;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:22;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
23.10.2024;23:21;A135;1;0;0;1;9;1;3;1;31;0;0;0;0
23.10.2024;23:20;A135;1;0;0;1;11;0;0;1;46;0;0;0;0
23.10.2024;23:19;A135;1;0;0;1;17;1;2;1;11;0;0;0;0
23.10.2024;23:18;A135;1;0;0;0;0;0;0;2;51;0;0;0;0
23.10.2024;23:17;A135;1;0;0;2;27;0;0;1;7;0;0;0;0
23.10.2024;23:16;A135;1;0;0;1;14;0;0;1;20;0;0;0;0
23.10.2024;23:15;A135;1;0;0;1;11;0;0;3;44;0;0;0;0
23.10.2024;23:14;A135;1;0;0;3;52;0;0;0;0;1;9;0;0
23.10.2024;23:13;A135;1;0;0;1;15;1;2;2;34;0;0;0;0
23.10.2024;23:12;A135;1;0;0;0;0;0;0;2;20;0;0;0;0
23.10.2024;23:11;A135;1;0;0;2;22;2;4;1;23;0;0;0;0
23.10.2024;23:10;A135;1;0;0;0;0;2;2;1;14;0;0;0;0
23.10.2024;23:09;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;23:08;A135;1;0;0;1;18;0;0;0;0;0;0;0;0
23.10.2024;23:07;A135;1;0;0;1;18;0;0;1;14;0;0;0;0
23.10.2024;23:06;A135;1;0;0;1;9;0;0;0;0;0;0;0;0
23.10.2024;23:05;A135;1;0;0;2;20;1;3;1;21;0;0;0;0
23.10.2024;23:04;A135;1;0;0;0;0;0;0;1;16;0;0;0;0
23.10.2024;23:03;A135;1;0;0;0;0;0;0;1;32;0;0;0;0
23.10.2024;23:02;A135;1;0;0;1;10;1;3;3;40;0;0;0;0
23.10.2024;23:01;A135;1;0;0;2;25;0;0;1;15;0;0;0;0
23.10.2024;23:00;A135;1;0;0;0;0;0;0;0;7;0;0;0;0
23.10.2024;22:59;A135;1;0;0;0;0;0;0;1;3;0;0;0;0
23.10.2024;22:58;A135;1;0;0;2;30;0;0;0;6;0;0;0;0
23.10.2024;22:57;A135;1;0;0;1;32;0;0;1;9;0;0;0;0
23.10.2024;22:56;A135;1;0;0;1;16;0;0;0;8;0;0;0;0
23.10.2024;22:55;A135;1;0;0;0;0;0;0;1;4;0;0;0;0
23.10.2024;22:54;A135;1;0;0;0;4;0;0;2;30;0;0;0;0
23.10.2024;22:53;A135;1;0;0;1;6;0;0;2;26;0;0;0;0
23.10.2024;22:52;A135;1;0;0;0;0;0;0;1;28;0;0;0;0
23.10.2024;22:51;A135;1;0;0;0;0;0;0;2;18;1;9;0;0
23.10.2024;22:50;A135;1;0;0;2;29;0;0;1;29;0;0;1;1
23.10.2024;22:49;A135;1;0;0;0;0;0;0;2;24;0;0;0;0
23.10.2024;22:48;A135;1;0;0;0;0;0;0;1;15;0;0;0;0
23.10.2024;22:47;A135;1;0;0;3;35;0;0;1;12;0;0;0;0
23.10.2024;22:46;A135;1;0;0;1;6;1;3;0;0;0;0;0;0
23.10.2024;22:45;A135;1;0;0;0;0;0;0;1;15;0;0;0;0
23.10.2024;22:44;A135;1;0;0;0;0;0;0;1;25;0;0;0;0
23.10.2024;22:43;A135;1;0;0;1;25;0;0;1;15;0;0;0;0
23.10.2024;22:42;A135;1;0;0;1;17;0;0;0;0;0;0;0;0
23.10.2024;22:41;A135;1;0;0;0;0;0;0;1;20;0;0;0;0
23.10.2024;22:40;A135;1;0;0;0;0;0;0;1;12;0;0;0;0
23.10.2024;22:39;A135;1;0;0;0;0;0;0;1;28;0;0;0;0
23.10.2024;22:38;A135;1;0;0;1;16;0;0;3;26;0;0;0;0
23.10.2024;22:37;A135;1;0;0;2;28;0;0;2;17;1;6;0;0
23.10.2024;22:36;A135;1;0;0;2;14;0;0;0;6;0;0;0;0
23.10.2024;22:35;A135;1;0;0;1;15;0;0;4;38;0;0;0;0
23.10.2024;22:34;A135;1;0;0;1;10;0;0;2;18;0;0;0;0
23.10.2024;22:33;A135;1;0;0;0;0;1;2;1;8;0;0;0;0
23.10.2024;22:32;A135;1;0;0;1;21;0;0;1;20;0;0;0;0
23.10.2024;22:31;A135;1;0;0;1;31;0;0;1;14;0;0;0;0
23.10.2024;22:30;A135;1;0;0;0;0;0;0;2;22;0;0;0;0
23.10.2024;22:29;A135;1;0;0;2;15;0;0;1;16;1;15;3;7
23.10.2024;22:28;A135;1;0;0;0;0;0;0;1;22;0;0;0;0
23.10.2024;22:27;A135;1;0;0;1;13;0;0;1;16;0;0;0;0
23.10.2024;22:26;A135;1;0;0;0;0;0;0;2;29;0;0;0;0
23.10.2024;22:25;A135;1;0;0;0;0;1;3;3;29;0;0;0;0
23.10.2024;22:24;A135;1;0;0;2;22;2;4;2;27;0;0;0;0
23.10.2024;22:23;A135;1;0;0;1;11;1;4;2;29;0;0;0;0
23.10.2024;22:22;A135;1;0;0;0;0;0;0;0;0;3;13;0;0
23.10.2024;22:21;A135;1;0;0;1;10;2;4;2;57;0;0;1;1
23.10.2024;22:20;A135;1;0;0;2;19;0;0;1;25;0;0;0;0
23.10.2024;22:19;A135;1;0;0;2;21;1;2;2;23;0;0;0;0
23.10.2024;22:18;A135;1;0;0;0;3;1;1;0;0;0;0;0;0
23.10.2024;22:17;A135;1;0;0;4;60;0;0;2;35;0;0;0;0
23.10.2024;22:16;A135;1;0;0;2;32;0;0;1;11;0;0;0;0
23.10.2024;22:15;A135;1;1;2;0;0;0;0;1;16;0;0;0;0
23.10.2024;22:14;A135;1;0;0;3;22;0;0;1;11;0;0;0;0
23.10.2024;22:13;A135;1;0;0;1;19;1;2;1;13;0;0;0;0
23.10.2024;22:12;A135;1;0;0;2;22;1;3;0;0;0;0;0;0
23.10.2024;22:11;A135;1;0;0;1;18;1;2;3;33;1;3;0;0
23.10.2024;22:10;A135;1;0;0;1;12;0;0;1;8;1;5;0;0
23.10.2024;22:09;A135;1;0;0;2;36;1;0;1;9;0;0;3;5
23.10.2024;22:08;A135;1;0;0;1;15;1;3;2;35;0;0;0;0
23.10.2024;22:07;A135;1;0;0;1;16;0;0;1;40;0;0;0;0
23.10.2024;22:06;A135;1;0;0;0;0;0;0;2;20;0;0;0;0
23.10.2024;22:05;A135;1;0;0;2;25;0;0;1;12;0;0;0;0
23.10.2024;22:04;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;22:03;A135;1;0;0;0;0;0;0;2;33;0;0;0;0
23.10.2024;22:02;A135;1;0;0;1;14;0;0;0;0;0;0;0;0
23.10.2024;22:01;A135;1;0;0;1;17;0;0;0;0;0;0;0;0
23.10.2024;22:00;A135;1;0;0;2;16;0;0;0;0;0;0;0;0
23.10.2024;21:59;A135;1;0;0;1;9;0;0;1;10;0;0;0;0
23.10.2024;21:58;A135;1;0;0;1;15;0;0;3;42;0;0;0;0
23.10.2024;21:57;A135;1;0;0;0;13;0;0;1;17;0;0;0;0
23.10.2024;21:56;A135;1;0;0;2;20;0;0;1;18;0;0;0;0
23.10.2024;21:55;A135;1;0;0;1;5;2;4;2;36;0;0;0;0
23.10.2024;21:54;A135;1;0;0;2;25;0;0;2;33;0;0;0;0
23.10.2024;21:53;A135;1;0;0;1;13;0;0;2;26;1;3;0;0
23.10.2024;21:52;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
23.10.2024;21:51;A135;1;0;0;4;47;0;0;1;17;0;0;0;0
23.10.2024;21:50;A135;1;0;0;1;20;0;0;1;10;0;0;0;0
23.10.2024;21:49;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;21:48;A135;1;0;0;0;0;2;2;4;45;0;0;0;0
23.10.2024;21:47;A135;1;0;0;1;66;0;0;1;15;0;0;0;0
23.10.2024;21:46;A135;1;0;0;1;8;0;0;0;0;0;0;0;0
23.10.2024;21:45;A135;1;0;0;0;3;1;2;2;33;0;0;0;0
23.10.2024;21:44;A135;1;0;0;2;46;0;0;0;0;1;10;0;0
23.10.2024;21:43;A135;1;0;0;1;7;2;3;1;11;0;0;0;0
23.10.2024;21:42;A135;1;1;0;1;21;1;4;1;14;0;0;0;0
23.10.2024;21:41;A135;1;0;0;3;8;2;1;2;27;0;0;0;0
23.10.2024;21:40;A135;1;0;0;2;22;0;0;1;13;0;0;0;0
23.10.2024;21:39;A135;1;0;0;1;22;0;0;0;0;0;0;0;0
23.10.2024;21:38;A135;1;0;0;1;11;3;7;1;21;0;0;0;0
23.10.2024;21:37;A135;1;0;0;1;12;1;3;2;24;0;0;0;0
23.10.2024;21:36;A135;1;0;0;1;6;2;1;4;33;1;6;0;0
23.10.2024;21:35;A135;1;0;0;0;0;0;0;1;16;0;0;0;0
23.10.2024;21:34;A135;1;0;0;0;0;0;0;2;19;0;0;0;0
23.10.2024;21:33;A135;1;0;0;2;24;0;0;2;36;0;0;0;0
23.10.2024;21:32;A135;1;0;0;1;32;0;0;2;29;0;0;0;0
23.10.2024;21:31;A135;1;0;0;1;10;0;0;2;22;0;0;0;0
23.10.2024;21:30;A135;1;0;0;1;19;0;0;3;33;0;0;0;0
23.10.2024;21:29;A135;1;0;0;1;10;0;0;1;12;0;0;0;0
23.10.2024;21:28;A135;1;0;0;0;0;2;7;2;23;0;0;0;0
23.10.2024;21:27;A135;1;0;0;2;38;1;1;2;22;0;0;0;0
23.10.2024;21:26;A135;1;0;0;1;2;1;1;1;8;0;0;0;0
23.10.2024;21:25;A135;1;0;0;1;7;1;4;1;22;0;0;0;0
23.10.2024;21:24;A135;1;0;0;1;12;2;6;2;25;0;0;0;0
23.10.2024;21:23;A135;1;0;0;1;9;1;1;1;54;0;0;0;0
23.10.2024;21:22;A135;1;0;0;1;12;1;3;2;35;0;0;0;0
23.10.2024;21:21;A135;1;0;0;2;19;1;4;1;12;0;0;0;0
23.10.2024;21:20;A135;1;0;0;2;34;1;4;2;14;0;0;0;0
23.10.2024;21:19;A135;1;1;0;1;1;0;0;3;41;0;0;0;0
23.10.2024;21:18;A135;1;0;0;1;14;1;1;2;28;0;0;0;0
23.10.2024;21:17;A135;1;0;0;1;9;0;0;1;10;0;0;0;0
23.10.2024;21:16;A135;1;0;0;4;18;0;0;1;28;0;0;0;0
23.10.2024;21:15;A135;1;0;0;1;39;0;0;1;14;0;0;0;0
23.10.2024;21:14;A135;1;0;0;2;19;0;0;1;25;0;0;0;0
23.10.2024;21:13;A135;1;0;0;1;13;0;0;3;30;0;0;0;0
23.10.2024;21:12;A135;1;0;0;3;33;0;0;2;18;0;0;0;0
23.10.2024;21:11;A135;1;0;0;3;27;0;0;1;26;0;0;0;0
23.10.2024;21:10;A135;1;1;0;1;16;0;0;3;43;0;0;0;0
23.10.2024;21:09;A135;1;0;0;1;10;0;0;2;39;0;0;0;0
23.10.2024;21:08;A135;1;0;0;1;10;1;3;3;74;0;0;0;0
23.10.2024;21:07;A135;1;1;1;1;21;0;0;1;2;0;0;0;0
23.10.2024;21:06;A135;1;0;0;1;13;0;0;1;11;0;0;0;0
23.10.2024;21:05;A135;1;0;0;1;8;0;0;1;24;0;0;0;0
23.10.2024;21:04;A135;1;0;0;0;0;0;0;1;11;1;15;1;1
23.10.2024;21:03;A135;1;0;0;1;8;0;0;2;26;0;0;0;0
23.10.2024;21:02;A135;1;0;0;1;15;1;1;3;56;0;0;0;0
23.10.2024;21:01;A135;1;0;0;1;19;2;10;1;15;0;0;0;0
23.10.2024;21:00;A135;1;0;0;0;0;0;0;2;21;0;0;0;0
23.10.2024;20:59;A135;1;0;0;2;26;0;0;1;16;0;0;0;0
23.10.2024;20:58;A135;1;0;0;3;28;0;0;1;22;1;4;0;0
23.10.2024;20:57;A135;1;0;0;2;19;0;1;1;10;0;0;0;0
23.10.2024;20:56;A135;1;0;0;2;27;3;3;1;13;0;0;0;0
23.10.2024;20:55;A135;1;0;0;1;14;2;6;1;27;1;7;0;0
23.10.2024;20:54;A135;1;0;0;1;7;0;0;2;24;0;0;0;0
23.10.2024;20:53;A135;1;0;0;5;38;1;1;1;18;0;0;0;0
23.10.2024;20:52;A135;1;0;0;0;0;0;0;3;36;1;11;0;0
23.10.2024;20:51;A135;1;0;0;1;12;3;5;2;90;0;0;2;3
23.10.2024;20:50;A135;1;0;0;0;0;0;0;3;20;1;9;0;0
23.10.2024;20:49;A135;1;0;0;0;28;0;0;0;0;0;0;0;0
23.10.2024;20:48;A135;1;0;0;3;58;0;0;2;41;1;7;1;1
23.10.2024;20:47;A135;1;0;0;2;44;0;0;1;43;0;0;0;0
23.10.2024;20:46;A135;1;0;0;2;40;0;0;2;27;0;0;0;0
23.10.2024;20:45;A135;1;0;0;2;10;0;0;1;43;1;2;0;0
23.10.2024;20:44;A135;1;0;0;2;34;0;0;3;19;0;0;0;0
23.10.2024;20:43;A135;1;0;0;5;38;0;0;0;2;0;0;0;0
23.10.2024;20:42;A135;1;0;0;1;6;1;2;3;46;0;0;0;0
23.10.2024;20:41;A135;1;0;0;2;33;1;1;2;35;0;0;0;0
23.10.2024;20:40;A135;1;0;0;1;0;0;0;1;12;0;0;0;0
23.10.2024;20:39;A135;1;0;0;1;7;0;0;2;22;0;0;0;0
23.10.2024;20:38;A135;1;0;0;1;7;0;0;2;16;0;0;0;0
23.10.2024;20:37;A135;1;0;0;1;19;1;2;1;23;1;6;0;0
23.10.2024;20:36;A135;1;0;0;2;9;0;0;1;33;0;0;0;0
23.10.2024;20:35;A135;1;0;0;1;12;0;0;2;28;0;0;0;0
23.10.2024;20:34;A135;1;0;0;2;16;0;0;3;23;0;0;0;0
23.10.2024;20:33;A135;1;0;0;2;16;0;0;4;52;0;0;0;0
23.10.2024;20:32;A135;1;0;0;2;14;1;4;2;38;0;0;0;0
23.10.2024;20:31;A135;1;0;0;3;37;1;2;0;0;0;0;0;0
23.10.2024;20:30;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
23.10.2024;20:29;A135;1;0;0;1;23;0;0;2;37;1;29;1;1
23.10.2024;20:28;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2024;20:27;A135;1;0;0;3;26;0;0;2;30;0;0;0;0
23.10.2024;20:26;A135;1;0;0;2;20;0;0;1;8;0;0;0;0
23.10.2024;20:25;A135;1;0;0;0;0;0;0;1;55;0;0;0;0
23.10.2024;20:24;A135;1;0;0;2;27;0;0;4;23;0;0;0;0
23.10.2024;20:23;A135;1;0;0;1;38;0;0;1;19;0;0;0;0
23.10.2024;20:22;A135;1;0;0;4;37;2;2;2;29;0;0;0;0
23.10.2024;20:21;A135;1;0;0;1;10;1;2;1;24;0;0;0;0
23.10.2024;20:20;A135;1;0;0;3;64;1;4;1;35;1;18;0;0
23.10.2024;20:19;A135;1;0;0;1;10;0;0;1;16;0;0;1;1
