Datum;Uhrzeit;Bezeichnung;Intervall;H51_A9/M2_510Z;H51_A9/M2_510B;A51_M1_492Z;A51_M1_492B;H55_A110/M3_12XZ;H55_A110/M3_12XB;A55_M2_513Z;A55_M2_513B;H55_A110/M3UmlXZ;H55_A110/M3UmlXB;Anf_32Z;Anf_32B
04.12.2024;00:38;A135;1;0;0;0;0;0;0;2;25;0;0;0;0
04.12.2024;00:37;A135;1;0;0;0;0;1;2;0;7;0;0;0;0
04.12.2024;00:36;A135;1;0;0;0;0;0;0;2;16;0;0;0;0
04.12.2024;00:35;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:34;A135;1;0;0;0;5;0;0;1;11;0;0;0;0
04.12.2024;00:33;A135;1;0;0;1;8;0;0;0;9;0;0;0;0
04.12.2024;00:32;A135;1;0;0;0;0;1;3;2;12;0;0;0;0
04.12.2024;00:31;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:30;A135;1;0;0;0;0;0;0;1;10;0;0;0;0
04.12.2024;00:29;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:28;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:27;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:26;A135;1;0;0;0;0;0;0;1;12;0;0;0;0
04.12.2024;00:25;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:24;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:23;A135;1;0;0;1;7;1;2;2;34;0;0;0;0
04.12.2024;00:22;A135;1;0;0;1;10;0;0;0;0;0;0;0;0
04.12.2024;00:21;A135;1;0;0;0;0;1;1;1;12;0;0;0;0
04.12.2024;00:20;A135;1;0;0;0;0;0;0;2;17;0;0;0;0
04.12.2024;00:19;A135;1;0;0;1;12;1;4;1;12;0;0;0;0
04.12.2024;00:18;A135;1;0;0;0;0;1;5;1;15;0;0;0;0
04.12.2024;00:17;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:16;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:15;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:14;A135;1;0;0;0;0;1;4;2;25;0;0;0;0
04.12.2024;00:13;A135;1;0;0;1;13;0;0;0;0;0;0;0;0
04.12.2024;00:12;A135;1;0;0;0;0;0;0;1;32;0;0;0;0
04.12.2024;00:11;A135;1;0;0;0;13;0;0;0;0;0;0;0;0
04.12.2024;00:10;A135;1;0;0;1;6;0;0;0;0;0;0;0;0
04.12.2024;00:09;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:08;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:07;A135;1;0;0;3;16;1;4;0;0;0;0;0;0
04.12.2024;00:06;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:05;A135;1;0;0;0;0;1;3;2;21;0;0;0;0
04.12.2024;00:04;A135;1;0;0;1;13;0;0;0;13;0;0;0;0
04.12.2024;00:03;A135;1;0;0;3;14;2;7;3;25;0;0;0;0
04.12.2024;00:02;A135;1;0;0;0;0;1;3;0;0;0;0;0;0
04.12.2024;00:01;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
04.12.2024;00:00;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:59;A135;1;0;0;0;0;2;12;1;22;0;0;0;0
03.12.2024;23:58;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:57;A135;1;0;0;0;0;0;0;1;15;0;0;0;0
03.12.2024;23:56;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:55;A135;1;0;0;0;0;2;7;2;32;0;0;0;0
03.12.2024;23:54;A135;1;0;0;2;23;1;4;1;21;0;0;0;0
03.12.2024;23:53;A135;1;0;0;1;9;1;1;1;20;0;0;0;0
03.12.2024;23:52;A135;1;0;0;0;0;0;0;1;6;0;0;0;0
03.12.2024;23:51;A135;1;0;0;1;8;0;0;0;0;0;0;0;0
03.12.2024;23:50;A135;1;0;0;1;11;0;0;1;14;0;0;0;0
03.12.2024;23:49;A135;1;0;0;0;0;0;0;1;11;0;0;0;0
03.12.2024;23:48;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:47;A135;1;0;0;1;14;0;0;0;0;0;0;0;0
03.12.2024;23:46;A135;1;0;0;0;0;1;3;1;12;0;0;0;0
03.12.2024;23:45;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:44;A135;1;0;0;0;0;0;1;0;1;0;0;0;0
03.12.2024;23:43;A135;1;0;0;0;0;1;0;1;9;0;0;0;0
03.12.2024;23:42;A135;1;0;0;1;24;1;7;1;13;0;0;0;0
03.12.2024;23:41;A135;1;0;0;2;7;3;8;3;36;1;6;0;0
03.12.2024;23:40;A135;1;0;0;1;10;2;6;0;0;0;0;0;0
03.12.2024;23:39;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:38;A135;1;0;0;0;0;0;0;1;12;0;0;0;0
03.12.2024;23:37;A135;1;0;0;1;28;2;4;0;0;0;0;0;0
03.12.2024;23:36;A135;1;0;0;0;0;1;4;0;0;0;0;0;0
03.12.2024;23:35;A135;1;0;0;1;13;0;82;3;35;0;0;0;0
03.12.2024;23:34;A135;1;0;0;0;4;2;72;1;10;0;0;0;0
03.12.2024;23:33;A135;1;0;0;1;8;1;3;1;9;0;0;0;0
03.12.2024;23:32;A135;1;0;0;1;12;0;0;0;0;0;0;0;0
03.12.2024;23:31;A135;1;0;0;1;14;0;0;0;0;0;0;0;0
03.12.2024;23:30;A135;1;0;0;1;10;0;0;0;0;0;0;0;0
03.12.2024;23:29;A135;1;0;0;1;8;0;0;0;0;0;0;0;0
03.12.2024;23:28;A135;1;0;0;0;0;0;0;1;13;0;0;0;0
03.12.2024;23:27;A135;1;0;0;0;6;0;0;1;15;0;0;0;0
03.12.2024;23:26;A135;1;0;0;2;31;1;8;1;19;0;0;0;0
03.12.2024;23:25;A135;1;0;0;1;12;0;0;0;0;1;3;0;0
03.12.2024;23:24;A135;1;0;0;0;0;1;9;2;42;0;0;0;0
03.12.2024;23:23;A135;1;2;1;0;0;1;3;2;36;0;0;0;0
03.12.2024;23:22;A135;1;0;0;1;13;1;2;0;0;0;0;0;0
03.12.2024;23:21;A135;1;0;0;0;0;1;1;0;0;0;0;0;0
03.12.2024;23:20;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:19;A135;1;0;0;1;9;3;3;1;13;0;0;0;0
03.12.2024;23:18;A135;1;0;0;0;7;2;3;1;14;0;0;0;0
03.12.2024;23:17;A135;1;0;0;1;2;2;15;1;31;0;0;0;0
03.12.2024;23:16;A135;1;0;0;2;11;2;5;1;28;0;0;0;0
03.12.2024;23:15;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;23:14;A135;1;0;0;0;0;2;10;2;27;0;0;0;0
03.12.2024;23:13;A135;1;1;4;1;14;1;2;2;13;1;7;0;0
03.12.2024;23:12;A135;1;0;0;2;33;0;0;1;23;0;0;0;0
03.12.2024;23:11;A135;1;0;0;1;12;0;0;1;4;0;0;0;0
03.12.2024;23:10;A135;1;0;0;1;26;1;8;1;18;1;4;0;0
03.12.2024;23:09;A135;1;0;0;1;1;1;5;2;19;0;0;0;0
03.12.2024;23:08;A135;1;0;0;1;18;4;15;1;10;0;0;0;0
03.12.2024;23:07;A135;1;0;0;1;8;0;0;1;14;0;0;0;0
03.12.2024;23:06;A135;1;0;0;1;25;3;8;1;29;2;2;0;0
03.12.2024;23:05;A135;1;0;0;1;12;1;3;2;21;0;0;0;0
03.12.2024;23:04;A135;1;0;0;1;10;1;8;1;19;0;0;0;0
03.12.2024;23:03;A135;1;0;0;2;24;2;2;1;19;1;6;0;0
03.12.2024;23:02;A135;1;0;0;1;14;1;4;2;44;0;0;1;1
03.12.2024;23:01;A135;1;0;0;1;9;1;3;1;11;0;5;0;0
03.12.2024;23:00;A135;1;0;0;1;11;0;0;2;17;1;0;0;0
03.12.2024;22:59;A135;1;0;0;0;0;1;10;0;0;0;0;0;0
03.12.2024;22:58;A135;1;0;0;2;5;2;9;1;40;0;0;0;0
03.12.2024;22:57;A135;1;0;0;2;33;2;6;1;14;0;0;0;0
03.12.2024;22:56;A135;1;0;0;0;0;2;9;1;15;0;4;0;0
03.12.2024;22:55;A135;1;0;0;2;24;3;8;2;21;1;1;0;0
03.12.2024;22:54;A135;1;0;0;0;0;1;4;1;43;0;0;0;0
03.12.2024;22:53;A135;1;0;0;1;16;1;4;1;11;0;0;0;0
03.12.2024;22:52;A135;1;1;2;0;10;3;12;3;48;0;0;0;0
03.12.2024;22:51;A135;1;0;0;2;14;2;8;2;33;0;0;0;0
03.12.2024;22:50;A135;1;0;0;0;0;0;0;2;24;1;2;0;0
03.12.2024;22:49;A135;1;1;2;0;0;1;5;1;19;1;2;0;0
03.12.2024;22:48;A135;1;0;0;0;0;2;19;2;36;0;0;0;0
03.12.2024;22:47;A135;1;0;0;0;14;1;4;2;16;0;0;0;0
03.12.2024;22:46;A135;1;0;0;2;17;0;0;0;0;0;0;0;0
03.12.2024;22:45;A135;1;2;4;0;0;0;0;0;3;0;0;0;0
03.12.2024;22:44;A135;1;0;0;1;14;1;2;3;22;0;0;0;0
03.12.2024;22:43;A135;1;0;0;0;0;2;9;1;14;0;0;0;0
03.12.2024;22:42;A135;1;1;1;2;11;0;0;1;12;0;0;0;0
03.12.2024;22:41;A135;1;0;0;0;0;0;0;0;0;0;0;0;0
03.12.2024;22:40;A135;1;0;0;0;0;1;4;1;11;0;0;0;0
03.12.2024;22:39;A135;1;0;0;1;7;0;0;1;11;0;0;0;0
03.12.2024;22:38;A135;1;0;0;1;13;1;6;0;0;1;8;0;0
03.12.2024;22:37;A135;1;0;0;2;28;2;8;3;28;0;0;0;0
03.12.2024;22:36;A135;1;0;0;0;0;1;3;1;1;0;0;0;0
03.12.2024;22:35;A135;1;0;0;1;6;1;17;1;27;1;7;1;1
03.12.2024;22:34;A135;1;0;0;3;51;4;16;2;64;0;0;0;0
03.12.2024;22:33;A135;1;0;0;2;22;3;21;2;38;0;0;0;0
03.12.2024;22:32;A135;1;0;0;3;42;2;5;2;23;0;0;0;0
03.12.2024;22:31;A135;1;0;0;3;26;1;2;1;14;0;0;0;0
03.12.2024;22:30;A135;1;0;0;0;0;3;9;3;41;0;0;0;0
03.12.2024;22:29;A135;1;0;0;0;0;3;12;1;28;0;0;0;0
03.12.2024;22:28;A135;1;0;0;2;28;1;6;1;23;0;0;0;0
03.12.2024;22:27;A135;1;0;0;2;22;0;0;0;0;0;1;0;0
03.12.2024;22:26;A135;1;0;0;2;22;2;8;1;21;1;8;0;0
03.12.2024;22:25;A135;1;0;0;1;17;1;2;1;12;0;0;0;0
03.12.2024;22:24;A135;1;0;0;1;18;0;0;1;10;0;0;0;0
03.12.2024;22:23;A135;1;0;0;2;21;3;13;3;37;0;0;0;0
03.12.2024;22:22;A135;1;0;0;3;38;1;3;1;12;0;0;0;0
03.12.2024;22:21;A135;1;0;0;1;10;2;22;1;38;0;0;0;0
03.12.2024;22:20;A135;1;0;0;0;0;3;13;4;60;0;0;0;0
03.12.2024;22:19;A135;1;0;0;1;17;1;10;1;17;0;0;0;0
03.12.2024;22:18;A135;1;0;0;2;23;3;8;3;28;0;1;0;0
03.12.2024;22:17;A135;1;0;0;1;23;1;2;1;11;1;5;0;0
03.12.2024;22:16;A135;1;0;0;4;37;1;3;1;13;0;0;0;0
03.12.2024;22:15;A135;1;0;0;0;0;3;11;2;27;0;0;0;0
03.12.2024;22:14;A135;1;0;0;0;0;1;3;1;11;0;0;0;0
03.12.2024;22:13;A135;1;0;0;0;0;0;0;1;17;0;0;0;0
03.12.2024;22:12;A135;1;0;0;1;21;1;2;1;12;0;0;0;0
03.12.2024;22:11;A135;1;0;0;2;21;0;0;1;10;0;0;0;0
03.12.2024;22:10;A135;1;0;0;2;18;2;11;2;27;0;0;0;0
03.12.2024;22:09;A135;1;0;0;0;0;2;11;1;17;0;0;0;0
03.12.2024;22:08;A135;1;0;0;1;13;3;11;2;43;0;0;0;0
03.12.2024;22:07;A135;1;0;0;0;0;1;7;2;27;0;0;0;0
03.12.2024;22:06;A135;1;0;0;2;29;2;12;1;18;0;0;0;0
03.12.2024;22:05;A135;1;1;2;0;0;3;15;3;48;0;0;0;0
03.12.2024;22:04;A135;1;0;0;0;0;1;4;2;23;0;0;0;0
03.12.2024;22:03;A135;1;0;0;2;44;1;3;2;26;1;8;0;0
03.12.2024;22:02;A135;1;0;0;1;13;1;20;1;28;0;0;1;1
03.12.2024;22:01;A135;1;0;0;1;8;4;12;2;47;1;4;0;0
03.12.2024;22:00;A135;1;0;0;5;28;1;5;2;20;0;0;0;0
03.12.2024;21:59;A135;1;0;0;0;0;3;12;2;36;0;0;0;0
03.12.2024;21:58;A135;1;1;3;1;15;1;3;2;22;0;0;0;0
03.12.2024;21:57;A135;1;0;0;1;17;5;21;2;60;0;0;0;0
03.12.2024;21:56;A135;1;0;0;1;13;0;0;1;1;0;0;0;0
03.12.2024;21:55;A135;1;0;0;0;0;4;18;2;62;0;0;0;0
03.12.2024;21:54;A135;1;0;0;1;10;2;13;2;27;0;0;0;0
03.12.2024;21:53;A135;1;2;1;0;0;3;16;3;39;0;0;0;0
03.12.2024;21:52;A135;1;0;0;1;9;3;8;0;35;0;0;0;0
03.12.2024;21:51;A135;1;0;0;1;10;1;7;2;17;1;5;0;0
03.12.2024;21:50;A135;1;0;0;3;35;3;20;2;25;0;0;0;0
03.12.2024;21:49;A135;1;0;0;2;21;4;14;1;51;0;0;0;0
03.12.2024;21:48;A135;1;0;0;0;0;1;6;3;34;0;0;0;0
03.12.2024;21:46;A135;1;0;0;0;0;0;0;2;16;0;0;0;0
03.12.2024;21:44;A135;1;0;0;0;3;2;7;2;21;0;0;0;0
03.12.2024;21:33;A135;1;0;0;1;23;3;16;4;46;1;4;0;0
03.12.2024;20:27;A135;1;0;0;2;19;1;3;1;11;0;0;0;0
03.12.2024;20:24;A135;1;0;0;3;30;1;7;1;40;0;0;0;0
03.12.2024;19:41;A135;1;0;0;1;16;3;18;3;48;0;0;0;0
03.12.2024;19:40;A135;1;0;0;2;27;3;16;4;44;0;0;0;0
03.12.2024;19:28;A135;1;0;0;2;18;3;32;2;69;0;6;0;0
03.12.2024;19:20;A135;1;0;0;2;23;3;16;2;32;0;0;0;0
03.12.2024;19:16;A135;1;1;2;2;12;4;24;1;29;0;0;0;0
03.12.2024;19:15;A135;1;0;0;2;40;1;6;1;12;0;0;0;0
03.12.2024;19:13;A135;1;0;0;2;32;4;16;2;68;0;0;0;0
03.12.2024;19:05;A135;1;0;0;2;19;2;18;3;42;1;5;1;1
03.12.2024;19:02;A135;1;1;5;3;36;1;13;3;24;1;9;1;1
03.12.2024;18:49;A135;1;1;5;1;7;3;17;1;19;0;0;1;1
03.12.2024;17:40;A135;1;3;9;2;30;3;36;1;53;0;0;1;1
03.12.2024;17:25;A135;1;2;4;2;33;1;33;1;42;1;17;0;0
03.12.2024;16:56;A135;1;3;23;0;0;1;6;2;24;2;17;0;0
03.12.2024;16:09;A135;1;0;0;6;52;0;0;1;19;1;18;1;1
03.12.2024;16:05;A135;1;0;0;2;68;1;1;4;63;1;8;1;1
03.12.2024;16:02;A135;1;0;0;1;25;1;3;1;44;1;11;1;1
03.12.2024;15:58;A135;1;0;0;1;8;0;0;1;31;0;0;1;1
03.12.2024;15:57;A135;1;1;4;5;44;0;0;2;35;0;0;0;0
03.12.2024;15:29;A135;1;0;0;4;66;1;3;3;24;0;0;1;3
03.12.2024;14:46;A135;1;1;2;2;77;0;0;1;19;1;4;0;0
03.12.2024;14:04;A135;1;0;0;2;24;0;0;2;46;0;0;0;0
03.12.2024;13:42;A135;1;1;1;2;20;0;0;3;36;0;100;0;0
03.12.2024;13:07;A135;1;0;0;2;25;0;0;2;23;0;0;0;0
03.12.2024;12:56;A135;1;1;23;2;70;0;0;2;37;0;100;0;0
03.12.2024;12:38;A135;1;0;0;1;47;0;0;2;30;0;100;1;1
03.12.2024;12:32;A135;1;0;0;1;60;1;3;2;30;0;100;0;0
03.12.2024;12:11;A135;1;0;0;3;53;1;2;2;35;0;100;0;0
03.12.2024;11:38;A135;1;1;1;3;31;0;0;2;41;0;100;0;0
03.12.2024;11:34;A135;1;0;0;2;27;0;0;1;17;0;100;0;0
03.12.2024;11:18;A135;1;1;2;3;36;0;0;1;78;0;100;0;0
03.12.2024;11:10;A135;1;0;0;5;67;0;0;3;49;0;100;0;0
03.12.2024;11:09;A135;1;2;0;3;45;0;0;4;58;0;100;0;0
03.12.2024;11:08;A135;1;1;2;1;4;0;0;1;76;0;100;0;0
03.12.2024;11:03;A135;1;0;0;2;18;0;0;2;50;0;100;0;0
03.12.2024;11:02;A135;1;1;5;1;51;0;0;2;37;0;100;1;1
03.12.2024;11:01;A135;1;0;0;1;8;0;0;1;32;0;100;0;0
03.12.2024;10:57;A135;1;0;0;2;50;0;0;2;58;0;100;0;0
03.12.2024;10:55;A135;1;0;0;2;70;2;6;2;22;0;100;1;1
03.12.2024;10:54;A135;1;0;0;4;70;0;0;1;52;0;100;0;0
03.12.2024;10:52;A135;1;0;0;1;8;0;0;4;25;0;100;0;0
03.12.2024;10:49;A135;1;0;0;2;20;0;0;2;44;0;100;0;0
03.12.2024;10:44;A135;1;0;0;2;30;1;4;1;66;0;100;0;0
03.12.2024;10:41;A135;1;0;0;2;21;0;0;3;41;0;100;0;0
03.12.2024;10:37;A135;1;0;0;4;38;0;0;2;28;0;100;0;0
03.12.2024;10:35;A135;1;0;0;4;51;0;0;3;32;0;100;0;0
03.12.2024;10:34;A135;1;0;0;1;79;0;0;1;33;0;100;1;1
03.12.2024;10:27;A135;1;0;0;0;22;0;0;4;44;0;100;0;0
03.12.2024;10:23;A135;1;0;0;2;20;0;0;1;25;0;100;0;0
03.12.2024;10:21;A135;1;1;2;2;47;0;0;2;28;0;100;0;0
03.12.2024;10:20;A135;1;0;0;1;11;1;5;1;63;0;100;0;0
03.12.2024;10:17;A135;1;1;2;2;21;0;0;1;53;0;100;0;0
03.12.2024;10:14;A135;1;0;0;3;33;0;0;3;17;0;100;0;0
03.12.2024;10:10;A135;1;0;0;1;6;0;0;2;24;0;100;0;0
03.12.2024;10:03;A135;1;1;2;2;35;0;0;4;64;0;100;1;1
03.12.2024;10:00;A135;1;0;0;1;9;0;0;2;89;0;100;0;0
03.12.2024;09:58;A135;1;1;3;2;26;0;0;7;43;0;100;0;0
03.12.2024;09:57;A135;1;3;12;4;43;0;0;3;41;0;100;0;0
03.12.2024;09:56;A135;1;1;1;1;21;0;0;2;36;0;100;0;0
03.12.2024;09:48;A135;1;0;0;1;7;0;0;2;49;0;100;1;1
03.12.2024;09:46;A135;1;0;0;3;57;0;0;1;18;0;100;1;1
03.12.2024;09:42;A135;1;0;0;2;43;1;6;2;28;0;100;0;0
03.12.2024;09:39;A135;1;0;0;2;51;0;0;1;17;0;100;0;0
03.12.2024;09:33;A135;1;0;0;2;23;2;0;4;46;0;100;0;0
03.12.2024;09:30;A135;1;0;0;3;25;0;0;2;35;0;100;0;0
03.12.2024;09:29;A135;1;0;0;4;27;0;0;1;15;0;100;0;0
03.12.2024;09:23;A135;1;0;0;1;4;0;0;1;29;0;100;0;0
03.12.2024;09:21;A135;1;0;0;3;30;0;0;1;48;0;100;0;0
03.12.2024;09:16;A135;1;0;0;2;48;0;0;0;0;0;100;0;0
03.12.2024;09:11;A135;1;1;1;1;21;0;0;1;29;0;100;0;0
03.12.2024;09:10;A135;1;0;0;3;39;0;0;1;25;0;100;0;0
03.12.2024;09:09;A135;1;0;0;2;24;0;0;1;45;0;100;1;1
03.12.2024;09:06;A135;1;0;0;2;30;0;0;2;53;0;100;0;0
03.12.2024;09:04;A135;1;0;0;2;21;1;4;2;36;0;100;0;0
03.12.2024;08:54;A135;1;3;5;3;51;0;0;1;10;0;100;0;0
03.12.2024;08:50;A135;1;2;5;1;3;1;1;2;23;0;100;0;0
03.12.2024;08:41;A135;1;2;6;3;15;1;5;2;56;0;100;1;1
03.12.2024;08:17;A135;1;0;0;2;59;2;7;1;4;0;100;0;0
03.12.2024;08:16;A135;1;0;3;3;43;4;82;0;97;0;100;0;0
03.12.2024;08:08;A135;1;0;0;2;21;3;12;1;19;0;100;0;0
03.12.2024;07:56;A135;1;4;48;3;65;1;24;1;40;0;100;1;1
03.12.2024;07:47;A135;1;0;0;0;0;2;8;2;27;0;100;0;0
03.12.2024;07:21;A135;1;0;0;2;24;3;24;3;36;0;100;0;0
03.12.2024;07:20;A135;1;1;40;2;87;1;11;2;38;0;100;1;1
03.12.2024;07:13;A135;1;1;6;1;16;4;13;2;43;0;100;1;1
03.12.2024;07:03;A135;1;0;0;1;10;2;14;2;34;0;100;1;1
03.12.2024;07:02;A135;1;0;0;0;0;2;31;1;40;0;100;0;0
03.12.2024;07:01;A135;1;0;0;0;0;2;19;2;26;0;100;0;0
03.12.2024;06:56;A135;1;1;3;2;30;2;21;2;27;0;100;0;0
03.12.2024;06:48;A135;1;0;0;2;26;2;10;2;27;0;100;1;1
03.12.2024;06:34;A135;1;0;0;0;0;1;17;1;32;0;0;0;0
03.12.2024;06:32;A135;1;0;0;0;0;2;11;1;13;0;0;0;0
03.12.2024;06:31;A135;1;0;0;0;0;4;14;4;38;0;0;0;0
03.12.2024;06:28;A135;1;1;2;1;9;2;17;3;40;0;0;0;0
03.12.2024;06:26;A135;1;0;0;1;9;2;28;2;36;0;0;0;0
03.12.2024;06:23;A135;1;0;0;0;0;3;16;2;20;0;0;0;0
03.12.2024;01:04;A135;1;0;0;0;0;0;0;0;0;0;100;0;0
03.12.2024;01:03;A135;1;0;0;0;0;0;0;0;0;0;100;0;0
03.12.2024;01:02;A135;1;0;0;0;0;0;0;0;1;0;100;0;0
03.12.2024;01:01;A135;1;0;0;0;0;1;0;1;5;0;100;0;0
03.12.2024;01:00;A135;1;0;0;0;0;0;0;0;0;0;100;0;0
