Datum;Uhrzeit;Bezeichnung;Intervall;D11Z;D11B;D12Z;D12B
13.11.2024;00:08;A 29;1;0;0;1;22
13.11.2024;00:07;A 29;1;0;0;1;25
13.11.2024;00:06;A 29;1;1;2;0;0
13.11.2024;00:05;A 29;1;1;7;0;0
13.11.2024;00:04;A 29;1;1;10;1;1
13.11.2024;00:03;A 29;1;0;0;0;0
13.11.2024;00:02;A 29;1;0;0;0;0
13.11.2024;00:01;A 29;1;0;0;0;0
13.11.2024;00:00;A 29;1;0;0;2;42
12.11.2024;23:59;A 29;1;0;0;2;12
12.11.2024;23:58;A 29;1;0;0;0;0
12.11.2024;23:57;A 29;1;0;0;1;6
12.11.2024;23:56;A 29;1;0;0;1;2
12.11.2024;23:55;A 29;1;0;0;1;15
12.11.2024;23:54;A 29;1;0;0;1;13
12.11.2024;23:53;A 29;1;1;33;0;0
12.11.2024;23:52;A 29;1;0;0;1;3
12.11.2024;23:51;A 29;1;0;0;1;17
12.11.2024;23:50;A 29;1;0;0;1;16
12.11.2024;23:49;A 29;1;1;10;0;0
12.11.2024;23:48;A 29;1;1;5;0;0
12.11.2024;23:47;A 29;1;0;6;0;6
12.11.2024;23:46;A 29;1;2;29;3;19
12.11.2024;23:45;A 29;1;0;0;1;12
12.11.2024;23:44;A 29;1;1;6;0;0
12.11.2024;23:43;A 29;1;0;0;0;0
12.11.2024;23:42;A 29;1;0;0;0;0
12.11.2024;23:41;A 29;1;0;0;1;8
12.11.2024;23:40;A 29;1;0;0;1;6
12.11.2024;23:39;A 29;1;0;0;1;12
12.11.2024;23:38;A 29;1;0;0;1;6
12.11.2024;23:37;A 29;1;0;0;1;6
12.11.2024;23:36;A 29;1;0;0;0;0
12.11.2024;23:35;A 29;1;0;0;1;14
12.11.2024;23:34;A 29;1;0;0;1;11
12.11.2024;23:33;A 29;1;0;0;1;8
12.11.2024;23:32;A 29;1;1;2;1;1
12.11.2024;23:31;A 29;1;1;12;0;0
12.11.2024;23:30;A 29;1;0;0;0;0
12.11.2024;23:29;A 29;1;0;0;0;0
12.11.2024;23:28;A 29;1;0;0;2;2
12.11.2024;23:27;A 29;1;2;39;3;23
12.11.2024;23:26;A 29;1;0;0;0;0
12.11.2024;23:25;A 29;1;1;2;1;27
12.11.2024;23:24;A 29;1;0;0;0;0
12.11.2024;23:23;A 29;1;1;10;0;0
12.11.2024;23:22;A 29;1;1;0;5;14
12.11.2024;23:21;A 29;1;0;0;0;0
12.11.2024;23:20;A 29;1;1;1;4;52
12.11.2024;23:19;A 29;1;1;1;1;10
12.11.2024;23:18;A 29;1;0;0;1;5
12.11.2024;23:17;A 29;1;2;3;0;0
12.11.2024;23:16;A 29;1;0;0;1;10
12.11.2024;23:15;A 29;1;2;45;4;24
12.11.2024;23:14;A 29;1;0;0;2;9
12.11.2024;23:13;A 29;1;0;0;2;12
12.11.2024;23:12;A 29;1;1;25;1;30
12.11.2024;23:11;A 29;1;0;0;1;9
12.11.2024;23:10;A 29;1;0;0;0;0
12.11.2024;23:09;A 29;1;0;0;2;18
12.11.2024;23:08;A 29;1;1;11;2;39
12.11.2024;23:07;A 29;1;0;0;4;30
12.11.2024;23:06;A 29;1;0;0;0;0
12.11.2024;23:05;A 29;1;0;0;2;6
12.11.2024;23:04;A 29;1;0;0;0;0
12.11.2024;23:03;A 29;1;0;0;1;16
12.11.2024;23:02;A 29;1;0;0;0;0
12.11.2024;23:01;A 29;1;2;36;1;27
12.11.2024;23:00;A 29;1;1;1;1;12
12.11.2024;22:59;A 29;1;1;12;2;30
12.11.2024;22:58;A 29;1;1;6;0;0
12.11.2024;22:57;A 29;1;1;1;2;1
12.11.2024;22:56;A 29;1;0;0;2;22
12.11.2024;22:55;A 29;1;0;0;3;54
12.11.2024;22:54;A 29;1;0;0;2;10
12.11.2024;22:53;A 29;1;1;16;0;0
12.11.2024;22:52;A 29;1;1;19;4;7
12.11.2024;22:51;A 29;1;0;0;0;0
12.11.2024;22:50;A 29;1;0;0;1;15
12.11.2024;22:49;A 29;1;0;0;1;5
12.11.2024;22:48;A 29;1;0;0;0;0
12.11.2024;22:47;A 29;1;1;2;1;12
12.11.2024;22:46;A 29;1;0;0;0;0
12.11.2024;22:45;A 29;1;0;0;1;12
12.11.2024;22:44;A 29;1;2;37;0;0
12.11.2024;22:43;A 29;1;0;0;0;0
12.11.2024;22:42;A 29;1;1;1;1;7
12.11.2024;22:41;A 29;1;0;0;2;5
12.11.2024;22:40;A 29;1;1;26;1;32
12.11.2024;22:39;A 29;1;0;0;2;38
12.11.2024;22:38;A 29;1;0;0;0;0
12.11.2024;22:37;A 29;1;1;1;3;21
12.11.2024;22:36;A 29;1;0;0;1;5
12.11.2024;22:35;A 29;1;0;0;1;5
12.11.2024;22:34;A 29;1;1;35;1;0
12.11.2024;22:33;A 29;1;2;28;4;14
12.11.2024;22:32;A 29;1;1;0;2;3
12.11.2024;22:31;A 29;1;0;0;1;7
12.11.2024;22:30;A 29;1;0;0;0;0
12.11.2024;22:29;A 29;1;1;2;1;2
12.11.2024;22:28;A 29;1;0;0;1;3
12.11.2024;22:27;A 29;1;0;0;2;4
12.11.2024;22:26;A 29;1;1;9;0;0
12.11.2024;22:25;A 29;1;0;0;1;13
12.11.2024;22:24;A 29;1;0;0;2;11
12.11.2024;22:23;A 29;1;0;0;2;3
12.11.2024;22:22;A 29;1;0;0;1;7
12.11.2024;22:21;A 29;1;0;0;1;5
12.11.2024;22:20;A 29;1;2;25;3;62
12.11.2024;22:19;A 29;1;0;0;2;29
12.11.2024;22:18;A 29;1;0;0;3;5
12.11.2024;22:17;A 29;1;0;0;1;2
12.11.2024;22:16;A 29;1;2;18;0;0
12.11.2024;22:15;A 29;1;0;0;4;28
12.11.2024;22:14;A 29;1;4;42;2;9
12.11.2024;22:13;A 29;1;2;13;4;11
12.11.2024;22:12;A 29;1;0;0;3;9
12.11.2024;22:11;A 29;1;0;0;3;32
12.11.2024;22:10;A 29;1;0;0;2;31
12.11.2024;22:09;A 29;1;0;0;6;23
12.11.2024;22:08;A 29;1;2;3;3;18
12.11.2024;22:07;A 29;1;1;5;1;22
12.11.2024;22:06;A 29;1;0;0;1;13
12.11.2024;22:05;A 29;1;1;0;2;17
12.11.2024;22:04;A 29;1;0;0;1;2
12.11.2024;22:03;A 29;1;2;32;3;7
12.11.2024;22:02;A 29;1;0;0;0;0
12.11.2024;22:01;A 29;1;0;0;0;0
12.11.2024;22:00;A 29;1;0;0;1;5
12.11.2024;21:59;A 29;1;1;1;4;31
12.11.2024;21:58;A 29;1;1;9;0;0
12.11.2024;21:57;A 29;1;0;13;5;38
12.11.2024;21:56;A 29;1;1;30;1;29
12.11.2024;21:55;A 29;1;3;1;3;10
12.11.2024;21:54;A 29;1;0;0;1;7
12.11.2024;21:53;A 29;1;0;0;0;0
12.11.2024;21:52;A 29;1;3;19;3;19
12.11.2024;21:51;A 29;1;3;6;0;0
12.11.2024;21:50;A 29;1;4;13;3;3
12.11.2024;21:49;A 29;1;1;1;2;10
12.11.2024;21:48;A 29;1;0;0;1;7
12.11.2024;21:47;A 29;1;1;6;1;1
12.11.2024;21:46;A 29;1;1;19;1;3
12.11.2024;21:45;A 29;1;1;14;1;0
12.11.2024;21:44;A 29;1;1;19;2;21
12.11.2024;21:43;A 29;1;0;0;1;31
12.11.2024;21:42;A 29;1;1;1;2;13
12.11.2024;21:41;A 29;1;0;0;1;0
12.11.2024;21:40;A 29;1;0;0;2;48
12.11.2024;21:39;A 29;1;1;9;1;21
12.11.2024;21:38;A 29;1;1;7;2;2
12.11.2024;21:37;A 29;1;1;14;3;47
12.11.2024;21:36;A 29;1;2;10;2;22
12.11.2024;21:35;A 29;1;0;15;0;0
12.11.2024;21:34;A 29;1;1;26;0;0
12.11.2024;21:33;A 29;1;0;0;1;28
12.11.2024;21:32;A 29;1;0;0;4;39
12.11.2024;21:31;A 29;1;0;0;0;0
12.11.2024;21:30;A 29;1;1;26;3;35
12.11.2024;21:29;A 29;1;1;20;1;3
12.11.2024;21:28;A 29;1;0;0;1;1
12.11.2024;21:27;A 29;1;0;0;4;26
12.11.2024;21:26;A 29;1;0;0;4;63
12.11.2024;21:25;A 29;1;1;0;3;28
12.11.2024;21:24;A 29;1;1;0;1;1
12.11.2024;21:23;A 29;1;0;0;5;37
12.11.2024;21:22;A 29;1;1;13;2;9
12.11.2024;21:21;A 29;1;0;0;2;12
12.11.2024;21:20;A 29;1;0;0;0;0
12.11.2024;21:19;A 29;1;1;31;0;27
12.11.2024;21:18;A 29;1;1;1;4;17
12.11.2024;21:17;A 29;1;1;27;1;1
12.11.2024;21:16;A 29;1;1;17;4;32
12.11.2024;21:15;A 29;1;0;0;1;29
12.11.2024;21:14;A 29;1;2;7;7;9
12.11.2024;21:13;A 29;1;0;0;2;47
12.11.2024;21:12;A 29;1;2;19;2;2
12.11.2024;21:11;A 29;1;1;4;4;38
12.11.2024;21:10;A 29;1;1;1;0;28
12.11.2024;21:09;A 29;1;0;0;5;25
12.11.2024;21:08;A 29;1;1;44;5;49
12.11.2024;21:07;A 29;1;0;0;6;18
12.11.2024;21:06;A 29;1;0;0;2;47
12.11.2024;21:05;A 29;1;0;16;1;1
12.11.2024;21:04;A 29;1;1;5;0;0
12.11.2024;21:03;A 29;1;1;1;3;21
12.11.2024;21:02;A 29;1;0;0;0;0
12.11.2024;21:01;A 29;1;0;0;2;12
12.11.2024;21:00;A 29;1;0;0;1;7
12.11.2024;20:59;A 29;1;2;4;2;31
12.11.2024;20:58;A 29;1;1;1;3;41
12.11.2024;20:57;A 29;1;0;0;0;0
12.11.2024;20:56;A 29;1;1;0;0;0
12.11.2024;20:55;A 29;1;0;0;4;10
12.11.2024;20:54;A 29;1;3;5;1;1
12.11.2024;20:53;A 29;1;1;19;4;34
12.11.2024;20:52;A 29;1;3;39;3;34
12.11.2024;20:51;A 29;1;2;33;5;4
12.11.2024;20:50;A 29;1;2;27;4;35
12.11.2024;20:49;A 29;1;3;11;2;15
12.11.2024;20:48;A 29;1;3;2;2;25
12.11.2024;20:47;A 29;1;1;39;3;36
12.11.2024;20:46;A 29;1;2;54;6;48
12.11.2024;20:45;A 29;1;5;16;3;36
12.11.2024;20:44;A 29;1;5;41;3;6
12.11.2024;20:43;A 29;1;2;20;2;34
12.11.2024;20:42;A 29;1;2;35;3;44
12.11.2024;20:41;A 29;1;5;26;3;16
12.11.2024;20:40;A 29;1;1;1;0;34
12.11.2024;20:39;A 29;1;2;10;5;15
12.11.2024;20:38;A 29;1;2;4;6;54
12.11.2024;20:37;A 29;1;2;3;4;27
12.11.2024;20:36;A 29;1;1;31;2;27
12.11.2024;20:35;A 29;1;3;3;3;38
12.11.2024;20:34;A 29;1;0;0;1;32
12.11.2024;20:33;A 29;1;2;44;3;33
12.11.2024;20:32;A 29;1;3;6;3;4
12.11.2024;20:31;A 29;1;1;27;2;4
12.11.2024;20:30;A 29;1;0;0;2;11
12.11.2024;20:29;A 29;1;2;25;3;12
12.11.2024;20:28;A 29;1;2;3;4;61
12.11.2024;20:27;A 29;1;1;42;1;0
12.11.2024;20:26;A 29;1;1;19;1;27
12.11.2024;20:25;A 29;1;0;0;3;54
12.11.2024;20:24;A 29;1;0;0;1;38
12.11.2024;20:23;A 29;1;2;66;2;8
12.11.2024;20:22;A 29;1;1;12;2;17
12.11.2024;20:21;A 29;1;3;26;3;7
12.11.2024;20:20;A 29;1;0;41;3;43
12.11.2024;20:19;A 29;1;2;41;2;73
12.11.2024;20:18;A 29;1;1;15;3;68
12.11.2024;20:17;A 29;1;2;36;5;13
12.11.2024;20:16;A 29;1;1;67;1;20
12.11.2024;20:15;A 29;1;1;76;5;82
12.11.2024;20:14;A 29;1;4;38;2;49
12.11.2024;20:13;A 29;1;1;42;3;55
12.11.2024;20:12;A 29;1;0;21;5;62
12.11.2024;20:11;A 29;1;5;14;7;61
12.11.2024;20:10;A 29;1;4;91;3;35
12.11.2024;20:09;A 29;1;1;54;2;82
12.11.2024;20:08;A 29;1;1;89;3;89
12.11.2024;20:07;A 29;1;2;21;5;23
12.11.2024;20:06;A 29;1;2;20;3;47
12.11.2024;20:05;A 29;1;1;28;4;29
12.11.2024;20:04;A 29;1;1;9;2;31
12.11.2024;20:03;A 29;1;1;3;4;32
12.11.2024;20:02;A 29;1;2;17;1;28
12.11.2024;20:01;A 29;1;4;89;2;81
12.11.2024;20:00;A 29;1;0;62;2;65
12.11.2024;19:59;A 29;1;5;34;5;50
12.11.2024;19:58;A 29;1;1;86;1;53
12.11.2024;19:57;A 29;1;2;66;2;63
12.11.2024;19:56;A 29;1;1;13;7;75
12.11.2024;19:55;A 29;1;1;50;1;94
12.11.2024;19:54;A 29;1;0;0;4;9
12.11.2024;19:53;A 29;1;1;3;4;14
12.11.2024;19:52;A 29;1;0;0;1;19
12.11.2024;19:51;A 29;1;1;55;2;63
12.11.2024;19:50;A 29;1;4;16;5;62
12.11.2024;19:49;A 29;1;1;97;1;99
12.11.2024;19:48;A 29;1;0;62;1;19
12.11.2024;19:47;A 29;1;5;38;3;13
12.11.2024;19:46;A 29;1;1;65;1;65
12.11.2024;19:45;A 29;1;2;12;2;33
12.11.2024;19:44;A 29;1;4;37;7;27
12.11.2024;19:43;A 29;1;1;75;2;81
12.11.2024;19:42;A 29;1;1;84;3;5
12.11.2024;19:41;A 29;1;6;56;2;32
12.11.2024;19:40;A 29;1;1;87;1;45
12.11.2024;19:39;A 29;1;2;62;4;83
12.11.2024;19:38;A 29;1;4;28;5;27
12.11.2024;19:37;A 29;1;1;77;1;82
12.11.2024;19:36;A 29;1;2;40;8;71
12.11.2024;19:35;A 29;1;3;15;5;66
12.11.2024;19:34;A 29;1;1;64;1;45
12.11.2024;19:33;A 29;1;2;64;6;68
12.11.2024;19:32;A 29;1;1;28;2;32
12.11.2024;19:31;A 29;1;2;0;0;0
12.11.2024;19:30;A 29;1;0;0;1;51
12.11.2024;19:29;A 29;1;3;18;5;19
12.11.2024;19:28;A 29;1;1;96;0;100
12.11.2024;19:27;A 29;1;0;0;4;75
12.11.2024;19:26;A 29;1;5;45;10;47
12.11.2024;19:25;A 29;1;1;79;1;71
12.11.2024;19:24;A 29;1;0;0;1;63
12.11.2024;19:23;A 29;1;0;9;7;28
12.11.2024;19:22;A 29;1;1;10;1;95
12.11.2024;19:21;A 29;1;0;0;5;69
12.11.2024;19:20;A 29;1;5;28;5;47
12.11.2024;19:19;A 29;1;1;66;1;58
12.11.2024;19:18;A 29;1;3;58;5;78
12.11.2024;19:17;A 29;1;2;13;10;38
12.11.2024;19:16;A 29;1;0;0;1;90
12.11.2024;19:15;A 29;1;2;78;5;11
12.11.2024;19:14;A 29;1;1;8;2;15
12.11.2024;19:13;A 29;1;2;73;2;50
12.11.2024;19:12;A 29;1;5;87;9;78
12.11.2024;19:11;A 29;1;2;53;5;72
12.11.2024;19:10;A 29;1;1;90;1;88
12.11.2024;19:09;A 29;1;1;5;4;64
12.11.2024;19:08;A 29;1;0;17;5;61
12.11.2024;19:07;A 29;1;1;21;1;5
12.11.2024;19:06;A 29;1;1;61;4;65
12.11.2024;19:05;A 29;1;1;74;3;44
12.11.2024;19:04;A 29;1;1;47;2;59
12.11.2024;19:03;A 29;1;3;54;5;87
12.11.2024;19:02;A 29;1;1;22;5;69
12.11.2024;19:01;A 29;1;1;70;4;64
12.11.2024;19:00;A 29;1;1;60;10;73
12.11.2024;18:59;A 29;1;4;54;4;50
12.11.2024;18:58;A 29;1;2;78;2;59
12.11.2024;18:57;A 29;1;4;82;7;71
12.11.2024;18:56;A 29;1;2;25;5;48
12.11.2024;18:55;A 29;1;1;74;5;82
12.11.2024;18:54;A 29;1;4;91;6;86
12.11.2024;18:53;A 29;1;3;54;8;49
12.11.2024;18:52;A 29;1;1;44;5;87
12.11.2024;18:51;A 29;1;1;62;12;78
12.11.2024;18:50;A 29;1;4;69;6;69
12.11.2024;18:49;A 29;1;1;86;1;53
12.11.2024;18:48;A 29;1;0;0;5;34
12.11.2024;18:47;A 29;1;2;17;9;29
12.11.2024;18:46;A 29;1;2;82;4;85
12.11.2024;18:45;A 29;1;2;71;7;82
12.11.2024;18:44;A 29;1;6;51;13;63
12.11.2024;18:43;A 29;1;1;79;1;77
12.11.2024;18:42;A 29;1;2;52;7;72
12.11.2024;18:41;A 29;1;6;23;13;64
12.11.2024;18:40;A 29;1;1;82;1;78
12.11.2024;18:39;A 29;1;6;87;9;73
12.11.2024;18:38;A 29;1;5;54;8;68
12.11.2024;18:37;A 29;1;1;47;1;57
12.11.2024;18:36;A 29;1;2;34;2;65
12.11.2024;18:35;A 29;1;3;13;6;23
12.11.2024;18:34;A 29;1;1;46;1;63
12.11.2024;18:33;A 29;1;2;89;4;76
12.11.2024;18:32;A 29;1;3;16;11;27
12.11.2024;18:31;A 29;1;0;1;3;66
12.11.2024;18:30;A 29;1;4;76;8;71
12.11.2024;18:29;A 29;1;8;57;7;22
12.11.2024;18:28;A 29;1;1;88;2;50
12.11.2024;18:27;A 29;1;0;0;6;81
12.11.2024;18:26;A 29;1;5;24;8;62
12.11.2024;18:25;A 29;1;1;78;1;59
12.11.2024;18:24;A 29;1;4;84;6;74
12.11.2024;18:23;A 29;1;3;37;10;64
12.11.2024;18:22;A 29;1;0;0;2;71
12.11.2024;18:21;A 29;1;7;69;10;58
12.11.2024;18:20;A 29;1;1;21;7;26
12.11.2024;18:19;A 29;1;1;93;1;84
12.11.2024;18:18;A 29;1;3;71;6;70
12.11.2024;18:17;A 29;1;6;61;11;53
12.11.2024;18:16;A 29;1;3;40;1;75
12.11.2024;18:15;A 29;1;6;87;5;85
12.11.2024;18:14;A 29;1;3;65;10;69
12.11.2024;18:13;A 29;1;3;32;4;89
12.11.2024;18:12;A 29;1;4;90;7;88
12.11.2024;18:11;A 29;1;6;61;12;47
12.11.2024;18:10;A 29;1;2;90;4;80
12.11.2024;18:09;A 29;1;3;72;5;76
12.11.2024;18:08;A 29;1;4;20;10;66
12.11.2024;18:07;A 29;1;1;2;3;81
12.11.2024;18:06;A 29;1;5;79;7;80
12.11.2024;18:05;A 29;1;6;35;8;35
12.11.2024;18:04;A 29;1;1;69;3;84
12.11.2024;18:03;A 29;1;5;74;8;19
12.11.2024;18:02;A 29;1;3;14;11;39
12.11.2024;18:01;A 29;1;0;0;4;87
12.11.2024;18:00;A 29;1;3;71;10;75
12.11.2024;17:59;A 29;1;3;58;9;62
12.11.2024;17:58;A 29;1;4;63;4;77
12.11.2024;17:57;A 29;1;3;92;6;84
12.11.2024;17:56;A 29;1;6;39;13;42
12.11.2024;17:55;A 29;1;1;57;6;87
12.11.2024;17:54;A 29;1;4;73;6;76
12.11.2024;17:53;A 29;1;5;64;7;65
12.11.2024;17:52;A 29;1;1;51;2;65
12.11.2024;17:51;A 29;1;3;68;8;76
12.11.2024;17:50;A 29;1;4;29;9;50
12.11.2024;17:49;A 29;1;5;63;5;91
12.11.2024;17:48;A 29;1;5;91;5;86
12.11.2024;17:47;A 29;1;8;81;9;64
12.11.2024;17:46;A 29;1;2;79;2;31
12.11.2024;17:45;A 29;1;5;82;6;72
12.11.2024;17:44;A 29;1;3;5;8;41
12.11.2024;17:43;A 29;1;3;6;4;82
12.11.2024;17:42;A 29;1;7;83;11;80
12.11.2024;17:41;A 29;1;6;87;10;72
12.11.2024;17:40;A 29;1;1;53;5;86
12.11.2024;17:39;A 29;1;5;87;5;85
12.11.2024;17:38;A 29;1;4;17;13;60
12.11.2024;17:37;A 29;1;5;71;5;89
12.11.2024;17:36;A 29;1;4;93;7;86
12.11.2024;17:35;A 29;1;8;58;10;40
12.11.2024;17:34;A 29;1;3;84;6;86
12.11.2024;17:33;A 29;1;5;85;9;82
12.11.2024;17:32;A 29;1;7;45;11;71
12.11.2024;17:31;A 29;1;1;74;4;84
12.11.2024;17:30;A 29;1;4;81;10;77
12.11.2024;17:29;A 29;1;5;45;12;76
12.11.2024;17:28;A 29;1;4;83;5;87
12.11.2024;17:27;A 29;1;4;84;10;80
12.11.2024;17:26;A 29;1;3;68;9;71
12.11.2024;17:25;A 29;1;5;90;5;83
12.11.2024;17:24;A 29;1;4;90;7;87
12.11.2024;17:23;A 29;1;7;73;11;77
12.11.2024;17:22;A 29;1;5;86;2;76
12.11.2024;17:21;A 29;1;2;95;3;82
12.11.2024;17:20;A 29;1;3;39;13;51
12.11.2024;17:19;A 29;1;3;61;5;88
12.11.2024;17:18;A 29;1;3;92;6;87
12.11.2024;17:17;A 29;1;7;58;14;61
12.11.2024;17:16;A 29;1;1;72;1;86
12.11.2024;17:15;A 29;1;2;93;7;85
12.11.2024;17:14;A 29;1;5;62;13;57
12.11.2024;17:13;A 29;1;3;75;5;84
12.11.2024;17:12;A 29;1;4;84;9;77
12.11.2024;17:11;A 29;1;4;47;12;48
12.11.2024;17:10;A 29;1;2;31;4;84
12.11.2024;17:09;A 29;1;4;77;7;84
12.11.2024;17:08;A 29;1;3;18;10;40
12.11.2024;17:07;A 29;1;1;74;5;6
12.11.2024;17:06;A 29;1;4;86;7;88
12.11.2024;17:05;A 29;1;9;79;12;75
12.11.2024;17:04;A 29;1;1;76;3;87
12.11.2024;17:03;A 29;1;4;77;11;76
12.11.2024;17:02;A 29;1;3;39;11;50
12.11.2024;17:01;A 29;1;3;73;5;86
12.11.2024;17:00;A 29;1;3;90;7;84
12.11.2024;16:59;A 29;1;5;38;7;47
12.11.2024;16:58;A 29;1;2;76;1;49
12.11.2024;16:57;A 29;1;3;20;7;67
12.11.2024;16:56;A 29;1;9;33;12;31
12.11.2024;16:55;A 29;1;5;90;4;71
12.11.2024;16:54;A 29;1;4;88;6;84
12.11.2024;16:53;A 29;1;8;64;10;63
12.11.2024;16:52;A 29;1;2;37;4;41
12.11.2024;16:51;A 29;1;5;62;10;78
12.11.2024;16:50;A 29;1;4;28;14;68
12.11.2024;16:49;A 29;1;1;43;2;83
12.11.2024;16:48;A 29;1;6;88;6;79
12.11.2024;16:47;A 29;1;4;42;6;59
12.11.2024;16:46;A 29;1;2;71;5;83
12.11.2024;16:45;A 29;1;3;77;11;80
12.11.2024;16:44;A 29;1;7;55;13;67
12.11.2024;16:43;A 29;1;2;89;3;74
12.11.2024;16:42;A 29;1;21;75;7;80
12.11.2024;16:41;A 29;1;6;37;11;48
12.11.2024;16:40;A 29;1;2;96;6;81
12.11.2024;16:39;A 29;1;4;79;8;78
12.11.2024;16:38;A 29;1;9;61;12;50
12.11.2024;16:37;A 29;1;4;89;6;81
12.11.2024;16:36;A 29;1;2;90;6;87
12.11.2024;16:35;A 29;1;7;67;10;81
12.11.2024;16:34;A 29;1;1;69;4;77
12.11.2024;16:33;A 29;1;4;85;6;85
12.11.2024;16:32;A 29;1;4;88;11;50
12.11.2024;16:31;A 29;1;2;53;4;83
12.11.2024;16:30;A 29;1;5;81;9;78
12.11.2024;16:29;A 29;1;10;74;11;75
12.11.2024;16:28;A 29;1;1;85;4;87
12.11.2024;16:27;A 29;1;2;29;7;70
12.11.2024;16:26;A 29;1;4;44;9;71
12.11.2024;16:25;A 29;1;5;55;6;86
12.11.2024;16:24;A 29;1;5;82;9;81
12.11.2024;16:23;A 29;1;7;82;11;70
12.11.2024;16:22;A 29;1;0;100;1;81
12.11.2024;16:21;A 29;1;1;71;3;64
12.11.2024;16:20;A 29;1;7;60;10;40
12.11.2024;16:19;A 29;1;3;88;2;83
12.11.2024;16:18;A 29;1;4;88;9;78
12.11.2024;16:17;A 29;1;4;60;13;70
12.11.2024;16:16;A 29;1;5;44;6;87
12.11.2024;16:15;A 29;1;4;88;8;84
12.11.2024;16:14;A 29;1;9;75;15;68
12.11.2024;16:13;A 29;1;5;73;5;88
12.11.2024;16:12;A 29;1;6;90;7;88
12.11.2024;16:11;A 29;1;9;74;13;65
12.11.2024;16:10;A 29;1;2;90;5;86
12.11.2024;16:09;A 29;1;5;90;8;78
12.11.2024;16:08;A 29;1;6;69;11;76
12.11.2024;16:07;A 29;1;4;90;5;88
12.11.2024;16:06;A 29;1;4;92;9;80
12.11.2024;16:05;A 29;1;6;83;12;75
12.11.2024;16:04;A 29;1;3;94;4;89
12.11.2024;16:03;A 29;1;8;78;11;75
12.11.2024;16:02;A 29;1;4;86;11;82
12.11.2024;16:01;A 29;1;1;68;6;86
12.11.2024;16:00;A 29;1;7;84;8;15
12.11.2024;15:59;A 29;1;10;73;11;25
12.11.2024;15:58;A 29;1;2;95;5;85
12.11.2024;15:57;A 29;1;3;85;6;86
12.11.2024;15:56;A 29;1;2;25;10;71
12.11.2024;15:55;A 29;1;2;87;3;60
12.11.2024;15:54;A 29;1;5;36;7;81
12.11.2024;15:53;A 29;1;7;67;14;65
12.11.2024;15:52;A 29;1;2;85;5;83
12.11.2024;15:51;A 29;1;5;79;8;78
12.11.2024;15:50;A 29;1;4;48;11;60
12.11.2024;15:49;A 29;1;3;94;5;84
12.11.2024;15:48;A 29;1;3;89;7;83
12.11.2024;15:47;A 29;1;9;76;11;76
12.11.2024;15:46;A 29;1;3;93;1;77
12.11.2024;15:45;A 29;1;4;89;7;88
